id,name,slug,type,description,country_code,homepage_url,docs_url,repo_url,free_access_class,auth_type,status,verification_state,tags,created_at,updated_at,last_verified_at
5117e735-500e-481c-865d-abd8ccf9ca12,Οδικό Δίκτυο,-110,API,Το οδικό δίκτυο του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#odiko_diktyo,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:03:56.699Z,2026-07-20T21:23:40.562Z,2026-07-20T21:23:40.562Z
cbd6eb86-f7a8-4eb5-8844-10a989f79e4a,Οδικό Δίκτυο,-111,API,Το οδικό δίκτυο του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#odiko_diktyo,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:04:00.484Z,2026-07-21T00:10:41.255Z,2026-07-21T00:10:41.255Z
345149a8-9f6c-4bd5-a030-45c9b67b9de9,Παιδικές Χαρές,-112,API,Οι παιδικές χαρές του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#mitroa_paidikes_chares,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:04:18.378Z,2026-07-21T00:10:06.432Z,2026-07-21T00:10:06.432Z
118970f3-6d6b-4e3e-9bb5-fdffa55a2dae,Παιδικές Χαρές,-113,API,Οι παιδικές χαρές του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#mitroa_paidikes_chares,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:04:22.115Z,2026-07-20T22:29:16.122Z,2026-07-20T22:29:16.122Z
1e10d612-f782-46c7-b0c4-9127b72a28c4,Πινακίδες περιορισμού,-114,API,Πινακίδες περιορισμού,GR,https://services.chalandri.gr/geoserver/wms#map_recommendations_signs,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:04:40.177Z,2026-07-20T22:47:12.209Z,2026-07-20T22:47:12.209Z
3260a58f-5c1a-4e37-aec5-59d7e44a1102,Πινακίδες περιορισμού,-115,API,Πινακίδες περιορισμού,GR,https://services.chalandri.gr/geoserver/wms#map_recommendations_signs,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:04:44.211Z,2026-07-20T22:12:53.067Z,2026-07-20T22:12:53.067Z
d8f2497f-d1d7-45e8-9c35-f9d116f07c4f,Πινακίδες διπλής κατεύθυνσης,-116,API,Πινακίδες διπλής κατεύθυνσης,GR,https://services.chalandri.gr/geoserver/wms#map_direction_sign_double,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:05:02.783Z,2026-07-21T00:25:15.963Z,2026-07-21T00:25:15.963Z
c2bb54f0-2d19-45f5-8234-53e9cdac04ec,Πινακίδες διπλής κατεύθυνσης,-117,API,Πινακίδες διπλής κατεύθυνσης,GR,https://services.chalandri.gr/geoserver/wms#map_direction_sign_double,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:05:06.746Z,2026-07-21T00:41:16.832Z,2026-07-21T00:41:16.832Z
d7a6d24f-7a3a-45ab-a15f-76720bffa0a1,Πινακίδες μονής κατεύθυνσης,-118,API,Πινακίδες μονής κατεύθυνσης,GR,https://services.chalandri.gr/geoserver/wms#map_direction_sign,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:05:25.006Z,2026-07-20T20:30:24.547Z,2026-07-20T17:54:33.248Z
d514467a-e22c-4936-8671-625165cac5df,Πινακίδες μονής κατεύθυνσης,-119,API,Πινακίδες μονής κατεύθυνσης,GR,https://services.chalandri.gr/geoserver/wms#map_direction_sign,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:05:29.387Z,2026-07-21T00:10:06.725Z,2026-07-21T00:10:06.725Z
b2fcd84e-b67c-4ef0-91bc-13270309fbe8,Πινακίδες προειδοποίησης κινδύνου,-120,API,Πινακίδες προειδοποίησης κινδύνου,GR,https://services.chalandri.gr/geoserver/wms#map_danger_sign,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:05:47.719Z,2026-07-20T22:30:05.342Z,2026-07-20T22:30:05.342Z
619accde-5cd2-438d-b86f-206abdd0a004,Πινακίδες προειδοποίησης κινδύνου,-121,API,Πινακίδες προειδοποίησης κινδύνου,GR,https://services.chalandri.gr/geoserver/wms#map_danger_sign,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:05:52.685Z,2026-07-20T20:30:24.547Z,2026-07-20T17:54:41.170Z
33a61888-0fb5-4f8e-bffa-c3f2eac5d332,Διαφημιστικές πινακίδες,-122,API,Διαφημιστικές πινακίδες,GR,https://services.chalandri.gr/geoserver/wms#map_advertising_signs,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:06:10.707Z,2026-07-20T20:44:38.510Z,2026-07-20T20:44:38.510Z
703c2d2a-a837-49a4-9a91-3145dae26191,Διαφημιστικές πινακίδες,-123,API,Διαφημιστικές πινακίδες,GR,https://services.chalandri.gr/geoserver/wms#map_advertising_signs,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:06:16.190Z,2026-07-20T23:36:19.333Z,2026-07-20T23:36:19.333Z
c9bc48e1-4314-489f-ba51-1277f0eb9ad6,Πινακίδες εκτός Κ.Ο.Κ,-124,API,Πινακίδες εκτός Κ.Ο.Κ,GR,https://services.chalandri.gr/geoserver/wms#map_additional_signs,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:06:34.732Z,2026-07-21T00:58:18.251Z,2026-07-21T00:58:18.251Z
78b26424-4450-435a-a050-4b74f6b2ed8f,Πινακίδες εκτός Κ.Ο.Κ,-125,API,Πινακίδες εκτός Κ.Ο.Κ,GR,https://services.chalandri.gr/geoserver/wms#map_additional_signs,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:06:39.997Z,2026-07-20T22:30:44.205Z,2026-07-20T22:30:44.205Z
dfe7611b-e6ca-47cb-b98d-bed19cc0794c,Δεδομένα Ονοματοθεσίας Οδών,-126,API,Γραμμικό θεματικό επίπεδο με τα δεδομένα ονοματοθεσίας οδών (αρχεία αποφάσεων κλπ),GR,https://services.chalandri.gr/geoserver/wms#lin_odiko_diktyo_onomatothesia_final,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:06:58.284Z,2026-07-20T20:30:24.547Z,2026-07-20T17:36:34.637Z
b32c3960-d656-40cc-bf59-1bea7c392d8c,Δεδομένα Ονοματοθεσίας Οδών,-127,API,Γραμμικό θεματικό επίπεδο με τα δεδομένα ονοματοθεσίας οδών (αρχεία αποφάσεων κλπ),GR,https://services.chalandri.gr/geoserver/wms#lin_odiko_diktyo_onomatothesia_final,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:07:04.213Z,2026-07-20T23:54:55.890Z,2026-07-20T23:54:55.890Z
612dfe47-0dcd-4123-9861-d2c131554ebe,Καταστήματα Υγειονομικού Ενδιαφέροντος,-128,API,Καταστήματα Υγειονομικού Ενδιαφέροντος,GR,https://services.chalandri.gr/geoserver/wms#kye,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:07:25.556Z,2026-07-20T20:30:24.547Z,2026-07-20T17:02:32.993Z
f65bcace-ab12-45a6-9ced-7629f0176710,Καταστήματα Υγειονομικού Ενδιαφέροντος,-129,API,Καταστήματα Υγειονομικού Ενδιαφέροντος,GR,https://services.chalandri.gr/geoserver/wms#kye,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:07:29.485Z,2026-07-20T22:12:41.293Z,2026-07-20T22:12:41.293Z
0d8d71d2-5396-4746-98b4-c52c697b8125,Κτίρια,-130,API,Κτίρια στο Δήμο Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ktiria,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:07:52.625Z,2026-07-20T23:37:44.783Z,2026-07-20T23:37:44.783Z
c7c51335-aa47-4c23-8385-231d7cb8f45b,Κτίρια,-131,API,Κτίρια στο Δήμο Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ktiria,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:07:57.943Z,2026-07-20T20:30:24.547Z,2026-07-20T20:10:32.964Z
3ad832c0-a37e-4074-80b8-5b96993c50e8,Κοινωνική Πρόνοια,-132,API,Οι εγκαταστάσεις κοινωνικής πρόνοιας του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#koinonikh_pronoia,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:08:19.332Z,2026-07-20T21:40:46.162Z,2026-07-20T21:40:46.162Z
517417ac-9726-4b45-8804-22ff8f8082db,Κοινωνική Πρόνοια,-133,API,Οι εγκαταστάσεις κοινωνικής πρόνοιας του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#koinonikh_pronoia,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:08:24.343Z,2026-07-20T20:30:24.547Z,2026-07-20T18:46:32.575Z
b82992c2-a17c-4997-aee6-97ec2f992545,Κτίρια,-134,API,Κτίρια στο Δήμο Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ktiria,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:08:31.011Z,2026-07-20T22:13:13.287Z,2026-07-20T22:13:13.287Z
5a69028e-a942-411e-9441-03aa50df4a70,Αγωγοί Ομβρίων,-135,API,Αγωγοί Ομβρίων,GR,https://services.chalandri.gr/geoserver/wms#ey_agogoi_all_attrs_updated,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:09:10.378Z,2026-07-21T02:06:05.794Z,2026-07-21T02:06:05.794Z
60419a1a-657e-4fde-90f2-f1c81dd70607,Περιοχές Σταθμών Φόρτισης Ηλεκτρικών Οχημάτων (ΣΦΗΟ),-136,API,Πολυγωνικό σύνολο δεδομένων με τις προτεινόμενες περιοχές για την κατασκευή Σταθμών Φόρτισης Ηλεκτρικών Οχημάτων (ΣΦΗΟ). Πηγή:ΥΠΕΝ,GR,https://services.chalandri.gr/geoserver/wms#env_pol_chargingpolys,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:09:47.429Z,2026-07-20T20:30:24.547Z,2026-07-20T18:12:24.811Z
dbf33e6c-74f1-48c3-8a67-75ae4544a458,Σταθμοί Εθνικού Δικτύου Παρακολούθησης Ατμοσφαιρικής Ρύπανσης (ΕΔΠΑΡ),-137,API,Σημειακό σύνολο δεδομένων που περιλαμβάνει τους αταθμούς του Εθνικού Δικτύου Παρακολούθησης Ατμοσφαιρικής Ρύπανσης (ΕΔΠΑΡ). Υφίστανται: [1] σταθμοί που είναι σε λειτουργία και [2] σταθμοί που έχουν τεθεί εκτός λειτουργίας - στις θέσεις των οποίων υπάρχει η δυνατότητα αναζήτησης ιστορικών μετρήσεω...,GR,https://services.chalandri.gr/geoserver/wms#env_poi_stations,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:09:54.496Z,2026-07-20T20:30:24.547Z,2026-07-20T17:55:09.147Z
4ce637d4-bf1a-45df-8158-ee20c351836f,Σταθμοί Φόρτισης Ηλεκτρικών Οχημάτων (ΣΦΗΟ),-138,API,Σημειακό σύνολο δεδομένων με τις προτεινόμενες θέσεις για την κατασκευή Σταθμών Φόρτισης Ηλεκτρικών Οχημάτων (ΣΦΗΟ). Σημειώνεται ότι απεικονίζονται μόνο οι θέσεις για τις οποίες έχει περαιωθεί η διαδικασία κατάθεσης εγκεκριμένων μελετών από τους Δήμους μέχρι την 8/5/2023.Πηγή:ΥΠΕΝ,GR,https://services.chalandri.gr/geoserver/wms#env_poi_charging_points,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:10:19.981Z,2026-07-20T20:30:24.547Z,2026-07-20T16:45:33.411Z
f7e27064-0df9-47f2-a7d5-dec2505a912c,Σταθμοί Φόρτισης Ηλεκτρικών Οχημάτων (ΣΦΗΟ),-139,API,Σημειακό σύνολο δεδομένων με τις προτεινόμενες θέσεις για την κατασκευή Σταθμών Φόρτισης Ηλεκτρικών Οχημάτων (ΣΦΗΟ). Σημειώνεται ότι απεικονίζονται μόνο οι θέσεις για τις οποίες έχει περαιωθεί η διαδικασία κατάθεσης εγκεκριμένων μελετών από τους Δήμους μέχρι την 8/5/2023.Πηγή:ΥΠΕΝ,GR,https://services.chalandri.gr/geoserver/wms#env_poi_charging_points,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:10:23.921Z,2026-07-20T20:30:24.547Z,2026-07-20T17:38:14.188Z
2661759d-6ab8-425a-8b2d-f38b26112f5e,Εκπαίδευση,-140,API,Το σύνολο των εγκαταστάσεων εκπαίδευσης του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ekpaideysi,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:10:45.887Z,2026-07-20T21:57:37.097Z,2026-07-20T21:57:37.097Z
fdd4cbd8-ecf8-41aa-ba35-78e0b0d81192,Εκπαίδευση,-141,API,Το σύνολο των εγκαταστάσεων εκπαίδευσης του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ekpaideysi,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:10:50.352Z,2026-07-20T22:12:51.891Z,2026-07-20T22:12:51.891Z
b984332d-7c54-4a65-9398-c6c19c24e1f4,Κοινόχρηστοι και Κοινωφελείς Χώροι,-142,API,Κοινόχρηστοι και Κοινωφελείς Χώροι,GR,https://services.chalandri.gr/geoserver/wms#koinochristoi_koinofeleis,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:11:40.391Z,2026-07-20T23:54:22.590Z,2026-07-20T23:54:22.590Z
fb006497-4e4a-4daa-ac55-bdb0b7948894,Υποπίνακες,-143,API,Σημειακό σύνολο δεδομένων που προέκυψε από καταγραφή στοιχείων Ηλεκτροφωτισμού σε Πλατείες και Κοινόχρηστους χώρους του Δ. Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ilektrofotismos_ypopinakas,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:12:34.297Z,2026-07-20T23:54:44.116Z,2026-07-20T23:54:44.116Z
4455447f-9cbb-4eca-9c0b-825d057223c7,Πίνακες,-144,API,Σημειακό σύνολο δεδομένων που προέκυψε από καταγραφή στοιχείων Ηλεκτροφωτισμού σε Πλατείες και Κοινόχρηστους χώρους του Δ. Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ilektrofotismos_pinakas,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:13:29.352Z,2026-07-20T20:30:24.547Z,2026-07-20T15:20:07.682Z
033a7576-45af-472b-bd0b-b859b864601d,Πίνακες,-145,API,Σημειακό σύνολο δεδομένων που προέκυψε από καταγραφή στοιχείων Ηλεκτροφωτισμού σε Πλατείες και Κοινόχρηστους χώρους του Δ. Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ilektrofotismos_pinakas,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:13:43.052Z,2026-07-20T23:03:12.261Z,2026-07-20T23:03:12.261Z
742fee6e-a45f-429f-a3e9-882dd0d367af,Φωτιστικά,-146,API,Σημειακό σύνολο δεδομένων που προέκυψε από καταγραφή στοιχείων Ηλεκτροφωτισμού σε Πλατείες και Κοινόχρηστους χώρους του Δ. Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ilektrofotismos_fotistika,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:14:12.318Z,2026-07-20T20:30:24.547Z,2026-07-20T16:11:51.619Z
840204f3-2f71-4672-a856-4421704977ab,Φωτιστικά,-147,API,Σημειακό σύνολο δεδομένων που προέκυψε από καταγραφή στοιχείων Ηλεκτροφωτισμού σε Πλατείες και Κοινόχρηστους χώρους του Δ. Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ilektrofotismos_fotistika,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:14:18.164Z,2026-07-20T20:30:24.547Z,2026-07-20T15:37:03.363Z
203f7259-583c-4c75-8223-a41ba19cafdd,Φρεάτια Ομβρίων,-148,API,Φρεάτια Ομβρίων,GR,https://services.chalandri.gr/geoserver/wms#ey_freatia_eydap_attrs,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:14:40.053Z,2026-07-20T20:30:24.547Z,2026-07-20T16:13:00.540Z
1436c2a0-f5de-4c37-924a-5f1920b1a03d,Φρεάτια Ομβρίων,-149,API,Φρεάτια Ομβρίων,GR,https://services.chalandri.gr/geoserver/wms#ey_freatia_eydap_attrs,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:14:46.130Z,2026-07-21T00:10:23.274Z,2026-07-21T00:10:23.274Z
4f35a867-81b9-4e8f-8fd6-5b3a911fbcb0,Επικοιστικές Εκτάσεις,-150,API,"Πολυγωνικό σύνολο δεδομένων που περιλαμβάνει τις επικοιστικές εκτάσεις που παραχωρήθηκαν στο Δήμο Χαλανδρίου από το Υπουργείο Γεωργίας, με σκοπό την εκτέλεση έργων κοινής ωφέλειας.",GR,https://services.chalandri.gr/geoserver/wms#epikoistika,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:15:08.030Z,2026-07-20T20:30:24.547Z,2026-07-20T19:53:33.119Z
b43a731b-def5-40d3-86ad-5c92ad7af186,Επικοιστικές Εκτάσεις,-151,API,"Πολυγωνικό σύνολο δεδομένων που περιλαμβάνει τις επικοιστικές εκτάσεις που παραχωρήθηκαν στο Δήμο Χαλανδρίου από το Υπουργείο Γεωργίας, με σκοπό την εκτέλεση έργων κοινής ωφέλειας.",GR,https://services.chalandri.gr/geoserver/wms#epikoistika,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:15:14.132Z,2026-07-21T01:31:18.133Z,2026-07-21T01:31:18.133Z
8c60145b-bd86-4db8-a64b-da1f42548c5e,Εκκλησίες,-152,API,Οι εκκλησίες του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ekklisies,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:15:36.231Z,2026-07-20T20:30:24.547Z,2026-07-20T19:19:32.549Z
c68b81c1-10e8-49a3-b22f-83d99ccd920c,Εκκλησίες,-153,API,Οι εκκλησίες του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#ekklisies,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:15:42.597Z,2026-07-20T20:30:24.547Z,2026-07-20T20:11:40.299Z
6e7cf558-ae19-4af0-a73d-f81f05702554,Άδειες Δόμησης (ΤΕΕ),-154,API,Άδειες Δόμησης (ΤΕΕ),GR,https://services.chalandri.gr/geoserver/wms#ekdotheises_praxeis_public,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:16:05.028Z,2026-07-20T21:58:09.121Z,2026-07-20T21:58:09.121Z
2bdedc4e-a3d1-4537-b5d7-362a0a033ac6,Άδειες Δόμησης (ΤΕΕ),-155,API,Άδειες Δόμησης (ΤΕΕ),GR,https://services.chalandri.gr/geoserver/wms#ekdotheises_praxeis_public,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:16:11.616Z,2026-07-20T21:02:39.072Z,2026-07-20T21:02:39.072Z
c1310f1c-cca9-41d8-88e1-1e00a4a55bd6,Δημοτικές Συγκοινωνίες,-156,API,Το δίκτυο της δημοτικής συγκοινωνίας του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#dimotikes_sygkoinonies,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:16:36.325Z,2026-07-20T23:02:18.244Z,2026-07-20T23:02:18.244Z
f8773e6a-2d94-4743-b80b-1f4158dd449e,Δημοτικές Συγκοινωνίες,-157,API,Το δίκτυο της δημοτικής συγκοινωνίας του Δήμου Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#dimotikes_sygkoinonies,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:16:41.646Z,2026-07-20T23:19:16.288Z,2026-07-20T23:19:16.288Z
40485e28-40eb-4d62-bf28-af3aeba527ea,Δημόσιες Υπηρεσίες,-158,API,Οι δημόσιες υπηρεσίες του Δήμου Χαλανδρίου,GR,https://services.chalandri.gr/geoserver/wms#dimosies_yphresies,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:17:05.097Z,2026-07-20T22:12:15.259Z,2026-07-20T22:12:15.259Z
f7548cf0-2317-4819-885f-290bc0d43ccf,Δημόσιες Υπηρεσίες,-159,API,Οι δημόσιες υπηρεσίες του Δήμου Χαλανδρίου,GR,https://services.chalandri.gr/geoserver/wms#dimosies_yphresies,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:17:10.995Z,2026-07-20T23:03:17.842Z,2026-07-20T23:03:17.842Z
8c8e8c6d-1645-4c17-b0e9-13aec5785c8c,Διατηρητέα Κτίρια,-160,API,Σημειακό σύνολο δεδομένων με τα διατηρητέρα κτίρια του Δ. Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#diatiriteo_ktirio,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:17:34.528Z,2026-07-20T20:30:24.547Z,2026-07-20T20:27:14.937Z
b91872dc-3c9a-4c79-aad4-5eb0d54e13e4,Διατηρητέα Κτίρια,-161,API,Σημειακό σύνολο δεδομένων με τα διατηρητέρα κτίρια του Δ. Χαλανδρίου.,GR,https://services.chalandri.gr/geoserver/wms#diatiriteo_ktirio,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:17:40.641Z,2026-07-20T20:30:24.547Z,2026-07-20T19:20:39.575Z
a8b86cdc-4775-4baa-b1bc-4bcd25e92111,Διανομή Διαγραμμάτων Πράξης Εφαρμογής,-162,API,Διανομή Διαγραμμάτων Πράξης Εφαρμογής,GR,https://services.chalandri.gr/geoserver/wms#dianomi_praxis_efarmogis,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:18:09.637Z,2026-07-21T01:32:21.318Z,2026-07-21T01:32:21.318Z
4000e46e-d0fa-436c-bfa6-fbf50460debe,Διανομή Διαγραμμάτων Πράξης Εφαρμογής,-163,API,Διανομή Διαγραμμάτων Πράξης Εφαρμογής,GR,https://services.chalandri.gr/geoserver/wms#dianomi_praxis_efarmogis,,,FREE_NO_AUTH,NONE,ACTIVE,VERIFIED,,2026-07-13T11:18:12.633Z,2026-07-20T22:46:40.897Z,2026-07-20T22:46:40.897Z
